0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
1	0
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
1	0
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
1	0
1	0
1	0
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
1	0
0	1
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
1	0
1	0
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0.00E+00	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
1	0
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
0	1
1	0
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
1	0
1	0
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
1	0
1	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
1	0
0	1
0	1
0	1
0	1
0	1
